"","sensor_id","poll_measure","date","time","sensor_streetname","sensor_lat","sensor_long","sensor_type"
"213",5504,32,"2013/11/09","06:00","Milano - viale Marche",45.496067,9.193023,"Nitrogen Dioxide"
"214",5504,32,"2013/11/09","07:00","Milano - viale Marche",45.496067,9.193023,"Nitrogen Dioxide"
"215",5504,49,"2013/11/04","07:00","Milano - viale Marche",45.496067,9.193023,"Nitrogen Dioxide"
"216",5504,63,"2013/11/04","08:00","Milano - viale Marche",45.496067,9.193023,"Nitrogen Dioxide"
"217",5504,57,"2013/11/04","09:00","Milano - viale Marche",45.496067,9.193023,"Nitrogen Dioxide"
"218",5504,64,"2013/11/04","10:00","Milano - viale Marche",45.496067,9.193023,"Nitrogen Dioxide"
"219",5504,62,"2013/11/04","11:00","Milano - viale Marche",45.496067,9.193023,"Nitrogen Dioxide"
"220",5504,35,"2013/11/09","13:00","Milano - viale Marche",45.496067,9.193023,"Nitrogen Dioxide"
"221",5504,37,"2013/11/09","14:00","Milano - viale Marche",45.496067,9.193023,"Nitrogen Dioxide"
"222",5504,38,"2013/11/09","15:00","Milano - viale Marche",45.496067,9.193023,"Nitrogen Dioxide"
"223",5504,36,"2013/11/09","16:00","Milano - viale Marche",45.496067,9.193023,"Nitrogen Dioxide"
"224",5504,35,"2013/11/09","17:00","Milano - viale Marche",45.496067,9.193023,"Nitrogen Dioxide"
"225",5504,36,"2013/11/09","18:00","Milano - viale Marche",45.496067,9.193023,"Nitrogen Dioxide"
"226",5504,40,"2013/11/09","19:00","Milano - viale Marche",45.496067,9.193023,"Nitrogen Dioxide"
"227",5504,44,"2013/11/09","20:00","Milano - viale Marche",45.496067,9.193023,"Nitrogen Dioxide"
"228",5504,43,"2013/11/09","21:00","Milano - viale Marche",45.496067,9.193023,"Nitrogen Dioxide"
"229",5504,46,"2013/11/09","22:00","Milano - viale Marche",45.496067,9.193023,"Nitrogen Dioxide"
"230",5504,45,"2013/11/09","23:00","Milano - viale Marche",45.496067,9.193023,"Nitrogen Dioxide"
"231",5504,45,"2013/11/10","00:00","Milano - viale Marche",45.496067,9.193023,"Nitrogen Dioxide"
"232",5504,45,"2013/11/10","01:00","Milano - viale Marche",45.496067,9.193023,"Nitrogen Dioxide"
"233",5504,45,"2013/11/10","02:00","Milano - viale Marche",45.496067,9.193023,"Nitrogen Dioxide"
"234",5504,38,"2013/11/10","03:00","Milano - viale Marche",45.496067,9.193023,"Nitrogen Dioxide"
"235",5504,37,"2013/11/10","04:00","Milano - viale Marche",45.496067,9.193023,"Nitrogen Dioxide"
"236",5504,33,"2013/11/10","05:00","Milano - viale Marche",45.496067,9.193023,"Nitrogen Dioxide"
"237",5504,31,"2013/11/10","06:00","Milano - viale Marche",45.496067,9.193023,"Nitrogen Dioxide"
"238",5504,33,"2013/11/10","07:00","Milano - viale Marche",45.496067,9.193023,"Nitrogen Dioxide"
"239",5504,30,"2013/11/10","08:00","Milano - viale Marche",45.496067,9.193023,"Nitrogen Dioxide"
"240",5504,29,"2013/11/10","09:00","Milano - viale Marche",45.496067,9.193023,"Nitrogen Dioxide"
"241",5504,30,"2013/11/10","10:00","Milano - viale Marche",45.496067,9.193023,"Nitrogen Dioxide"
"242",5504,35,"2013/11/10","11:00","Milano - viale Marche",45.496067,9.193023,"Nitrogen Dioxide"
"243",5504,42,"2013/11/10","12:00","Milano - viale Marche",45.496067,9.193023,"Nitrogen Dioxide"
"244",5504,37,"2013/11/10","13:00","Milano - viale Marche",45.496067,9.193023,"Nitrogen Dioxide"
"245",5504,40,"2013/11/10","14:00","Milano - viale Marche",45.496067,9.193023,"Nitrogen Dioxide"
"246",5504,40,"2013/11/10","15:00","Milano - viale Marche",45.496067,9.193023,"Nitrogen Dioxide"
"247",5504,39,"2013/11/10","16:00","Milano - viale Marche",45.496067,9.193023,"Nitrogen Dioxide"
"248",5504,34,"2013/11/10","17:00","Milano - viale Marche",45.496067,9.193023,"Nitrogen Dioxide"
"249",5504,36,"2013/11/10","18:00","Milano - viale Marche",45.496067,9.193023,"Nitrogen Dioxide"
"250",5504,35,"2013/11/10","19:00","Milano - viale Marche",45.496067,9.193023,"Nitrogen Dioxide"
"251",5504,34,"2013/11/10","20:00","Milano - viale Marche",45.496067,9.193023,"Nitrogen Dioxide"
"252",5504,26,"2013/11/10","21:00","Milano - viale Marche",45.496067,9.193023,"Nitrogen Dioxide"
